"Town","FIPS","Year","Occupancy Status","Measure Type","Variable","Value"
"New Hartford","0900551350","2009-2013","Vacant","Number","Housing Units",267
"New Hartford","0900551350","2009-2013","Vacant","Number","Margins of Error",147
"New Hartford","0900551350","2009-2013","Vacant","Percent","Housing Units",9.16
"New Hartford","0900551350","2009-2013","Vacant","Percent","Margins of Error",5.09
"New Hartford","0900551350","2009-2013","Occupied","Number","Housing Units",2647
"New Hartford","0900551350","2009-2013","Occupied","Number","Margins of Error",162
"New Hartford","0900551350","2009-2013","Occupied","Percent","Housing Units",90.84
"New Hartford","0900551350","2009-2013","Occupied","Percent","Margins of Error",8.68
"New Hartford","0900551350","2010-2014","Total","Number","Housing Units",2984
"New Hartford","0900551350","2010-2014","Total","Number","Margins of Error",196
"New Hartford","0900551350","2010-2014","Vacant","Number","Housing Units",282
"New Hartford","0900551350","2010-2014","Vacant","Number","Margins of Error",140
"New Hartford","0900551350","2010-2014","Vacant","Percent","Housing Units",9.45
"New Hartford","0900551350","2010-2014","Vacant","Percent","Margins of Error",4.73
"New Hartford","0900551350","2010-2014","Occupied","Number","Housing Units",2702
"New Hartford","0900551350","2010-2014","Occupied","Number","Margins of Error",164
"New Hartford","0900551350","2010-2014","Occupied","Percent","Housing Units",90.55
"New Hartford","0900551350","2010-2014","Occupied","Percent","Margins of Error",8.1
"New Hartford","0900551350","2011-2015","Total","Number","Housing Units",2906
"New Hartford","0900551350","2011-2015","Total","Number","Margins of Error",228
"New Hartford","0900551350","2011-2015","Vacant","Number","Housing Units",274
"New Hartford","0900551350","2011-2015","Vacant","Number","Margins of Error",153
"New Hartford","0900551350","2011-2015","Vacant","Percent","Housing Units",9.43
"New Hartford","0900551350","2011-2015","Vacant","Percent","Margins of Error",5.32
"New Hartford","0900551350","2011-2015","Occupied","Number","Housing Units",2632
"New Hartford","0900551350","2011-2015","Occupied","Number","Margins of Error",153
"New Hartford","0900551350","2011-2015","Occupied","Percent","Housing Units",90.57
"New Hartford","0900551350","2011-2015","Occupied","Percent","Margins of Error",8.84
"New Hartford","0900551350","2012-2016","Total","Number","Housing Units",2757
"New Hartford","0900551350","2012-2016","Total","Number","Margins of Error",199
"New Hartford","0900551350","2012-2016","Vacant","Number","Housing Units",194
"New Hartford","0900551350","2012-2016","Vacant","Number","Margins of Error",108
"New Hartford","0900551350","2012-2016","Vacant","Percent","Housing Units",7.04
"New Hartford","0900551350","2012-2016","Vacant","Percent","Margins of Error",3.95
"New Hartford","0900551350","2012-2016","Occupied","Number","Housing Units",2563
"New Hartford","0900551350","2012-2016","Occupied","Number","Margins of Error",175
"New Hartford","0900551350","2012-2016","Occupied","Percent","Housing Units",92.96
"New Hartford","0900551350","2012-2016","Occupied","Percent","Margins of Error",9.24
"New Hartford","0900551350","2013-2017","Total","Number","Housing Units",2839
"New Hartford","0900551350","2013-2017","Total","Number","Margins of Error",239
"New Hartford","0900551350","2013-2017","Vacant","Number","Housing Units",234
"New Hartford","0900551350","2013-2017","Vacant","Number","Margins of Error",133
"New Hartford","0900551350","2013-2017","Vacant","Percent","Housing Units",8.24
"New Hartford","0900551350","2013-2017","Vacant","Percent","Margins of Error",4.74
"New Hartford","0900551350","2013-2017","Occupied","Number","Housing Units",2605
"New Hartford","0900551350","2013-2017","Occupied","Number","Margins of Error",195
"New Hartford","0900551350","2013-2017","Occupied","Percent","Housing Units",91.76
"New Hartford","0900551350","2013-2017","Occupied","Percent","Margins of Error",10.34
"New Hartford","0900551350","2014-2018","Total","Number","Housing Units",2892
"New Hartford","0900551350","2014-2018","Total","Number","Margins of Error",202
"New Hartford","0900551350","2014-2018","Vacant","Number","Housing Units",294
"New Hartford","0900551350","2014-2018","Vacant","Number","Margins of Error",136
"New Hartford","0900551350","2014-2018","Vacant","Percent","Housing Units",10.17
"New Hartford","0900551350","2014-2018","Vacant","Percent","Margins of Error",4.76
"New Hartford","0900551350","2014-2018","Occupied","Number","Housing Units",2598
"New Hartford","0900551350","2014-2018","Occupied","Number","Margins of Error",160
"New Hartford","0900551350","2014-2018","Occupied","Percent","Housing Units",89.83
"New Hartford","0900551350","2014-2018","Occupied","Percent","Margins of Error",8.37
"New Haven","0900952070","2006-2010","Total","Number","Housing Units",55708
"New Haven","0900952070","2006-2010","Total","Number","Margins of Error",1251
"New Haven","0900952070","2006-2010","Vacant","Number","Housing Units",7289
"New Haven","0900952070","2006-2010","Vacant","Number","Margins of Error",559
"New Haven","0900952070","2006-2010","Vacant","Percent","Housing Units",13.08
"New Haven","0900952070","2006-2010","Vacant","Percent","Margins of Error",1.05
"New Haven","0900952070","2006-2010","Occupied","Number","Housing Units",48419
"New Haven","0900952070","2006-2010","Occupied","Number","Margins of Error",1212
"New Haven","0900952070","2006-2010","Occupied","Percent","Housing Units",86.92
"New Haven","0900952070","2006-2010","Occupied","Percent","Margins of Error",2.92
"New Haven","0900952070","2007-2011","Total","Number","Housing Units",57133
"New Haven","0900952070","2007-2011","Total","Number","Margins of Error",1131
"New Haven","0900952070","2007-2011","Vacant","Number","Housing Units",7886
"New Haven","0900952070","2007-2011","Vacant","Number","Margins of Error",621
"New Haven","0900952070","2007-2011","Vacant","Percent","Housing Units",13.8
"New Haven","0900952070","2007-2011","Vacant","Percent","Margins of Error",1.12
"New Haven","0900952070","2007-2011","Occupied","Number","Housing Units",49247
"New Haven","0900952070","2007-2011","Occupied","Number","Margins of Error",1027
"New Haven","0900952070","2007-2011","Occupied","Percent","Housing Units",86.2
"New Haven","0900952070","2007-2011","Occupied","Percent","Margins of Error",2.48
"New Haven","0900952070","2008-2012","Total","Number","Housing Units",57045
"New Haven","0900952070","2008-2012","Total","Number","Margins of Error",1067
"New Haven","0900952070","2008-2012","Vacant","Number","Housing Units",7737
"New Haven","0900952070","2008-2012","Vacant","Number","Margins of Error",671
"New Haven","0900952070","2008-2012","Vacant","Percent","Housing Units",13.56
"New Haven","0900952070","2008-2012","Vacant","Percent","Margins of Error",1.2
"New Haven","0900952070","2008-2012","Occupied","Number","Housing Units",49308
"New Haven","0900952070","2008-2012","Occupied","Number","Margins of Error",990
"New Haven","0900952070","2008-2012","Occupied","Percent","Housing Units",86.44
"New Haven","0900952070","2008-2012","Occupied","Percent","Margins of Error",2.37
"New Haven","0900952070","2009-2013","Total","Number","Housing Units",57433
"New Haven","0900952070","2009-2013","Total","Number","Margins of Error",1057
"New Haven","0900952070","2009-2013","Vacant","Number","Housing Units",7377
"New Haven","0900952070","2009-2013","Vacant","Number","Margins of Error",500
"New Haven","0900952070","2009-2013","Vacant","Percent","Housing Units",12.84
"New Haven","0900952070","2009-2013","Vacant","Percent","Margins of Error",0.9
"New Haven","0900952070","2009-2013","Occupied","Number","Housing Units",50056
"New Haven","0900952070","2009-2013","Occupied","Number","Margins of Error",1007
"New Haven","0900952070","2009-2013","Occupied","Percent","Housing Units",87.16
"New Haven","0900952070","2009-2013","Occupied","Percent","Margins of Error",2.38
"New Haven","0900952070","2010-2014","Total","Number","Housing Units",57190
"New Haven","0900952070","2010-2014","Total","Number","Margins of Error",1006
"New Haven","0900952070","2010-2014","Vacant","Number","Housing Units",7245
"New Haven","0900952070","2010-2014","Vacant","Number","Margins of Error",598
"New Haven","0900952070","2010-2014","Vacant","Percent","Housing Units",12.67
"New Haven","0900952070","2010-2014","Vacant","Percent","Margins of Error",1.07
"New Haven","0900952070","2010-2014","Occupied","Number","Housing Units",49945
"New Haven","0900952070","2010-2014","Occupied","Number","Margins of Error",845
"New Haven","0900952070","2010-2014","Occupied","Percent","Housing Units",87.33
"New Haven","0900952070","2010-2014","Occupied","Percent","Margins of Error",2.13
"New Haven","0900952070","2011-2015","Total","Number","Housing Units",56673
"New Haven","0900952070","2011-2015","Total","Number","Margins of Error",1004
"New Haven","0900952070","2011-2015","Vacant","Number","Housing Units",6902
"New Haven","0900952070","2011-2015","Vacant","Number","Margins of Error",582
"New Haven","0900952070","2011-2015","Vacant","Percent","Housing Units",12.18
"New Haven","0900952070","2011-2015","Vacant","Percent","Margins of Error",1.05
"New Haven","0900952070","2011-2015","Occupied","Number","Housing Units",49771
"New Haven","0900952070","2011-2015","Occupied","Number","Margins of Error",926
"New Haven","0900952070","2011-2015","Occupied","Percent","Housing Units",87.82
"New Haven","0900952070","2011-2015","Occupied","Percent","Margins of Error",2.26
"New Haven","0900952070","2012-2016","Total","Number","Housing Units",56399
"New Haven","0900952070","2012-2016","Total","Number","Margins of Error",916
"New Haven","0900952070","2012-2016","Vacant","Number","Housing Units",6375
"New Haven","0900952070","2012-2016","Vacant","Number","Margins of Error",600
"New Haven","0900952070","2012-2016","Vacant","Percent","Housing Units",11.3
"New Haven","0900952070","2012-2016","Vacant","Percent","Margins of Error",1.08
"New Haven","0900952070","2012-2016","Occupied","Number","Housing Units",50024
"New Haven","0900952070","2012-2016","Occupied","Number","Margins of Error",827
"New Haven","0900952070","2012-2016","Occupied","Percent","Housing Units",88.7
"New Haven","0900952070","2012-2016","Occupied","Percent","Margins of Error",2.06
"New Haven","0900952070","2013-2017","Total","Number","Housing Units",56423
"New Haven","0900952070","2013-2017","Total","Number","Margins of Error",1029
"New Haven","0900952070","2013-2017","Vacant","Number","Housing Units",6436
"New Haven","0900952070","2013-2017","Vacant","Number","Margins of Error",629
"New Haven","0900952070","2013-2017","Vacant","Percent","Housing Units",11.41
"New Haven","0900952070","2013-2017","Vacant","Percent","Margins of Error",1.13
"New Haven","0900952070","2013-2017","Occupied","Number","Housing Units",49987
"New Haven","0900952070","2013-2017","Occupied","Number","Margins of Error",908
"New Haven","0900952070","2013-2017","Occupied","Percent","Housing Units",88.59
"New Haven","0900952070","2013-2017","Occupied","Percent","Margins of Error",2.28
"New Haven","0900952070","2014-2018","Total","Number","Housing Units",56102
"New Haven","0900952070","2014-2018","Total","Number","Margins of Error",1008
"New Haven","0900952070","2014-2018","Vacant","Number","Housing Units",6332
"New Haven","0900952070","2014-2018","Vacant","Number","Margins of Error",619
"New Haven","0900952070","2014-2018","Vacant","Percent","Housing Units",11.29
"New Haven","0900952070","2014-2018","Vacant","Percent","Margins of Error",1.12
"New Haven","0900952070","2014-2018","Occupied","Number","Housing Units",49770
"New Haven","0900952070","2014-2018","Occupied","Number","Margins of Error",982
"New Haven","0900952070","2014-2018","Occupied","Percent","Housing Units",88.71
"New Haven","0900952070","2014-2018","Occupied","Percent","Margins of Error",2.37
"New London","0901152350","2006-2010","Total","Number","Housing Units",11504
"New London","0901152350","2006-2010","Total","Number","Margins of Error",473
"New London","0901152350","2006-2010","Vacant","Number","Housing Units",1281
"New London","0901152350","2006-2010","Vacant","Number","Margins of Error",296
"New London","0901152350","2006-2010","Vacant","Percent","Housing Units",11.14
"New London","0901152350","2006-2010","Vacant","Percent","Margins of Error",2.61
"New London","0901152350","2006-2010","Occupied","Number","Housing Units",10223
"New London","0901152350","2006-2010","Occupied","Number","Margins of Error",439
"New London","0901152350","2006-2010","Occupied","Percent","Housing Units",88.86
"New London","0901152350","2006-2010","Occupied","Percent","Margins of Error",5.28
"New London","0901152350","2007-2011","Total","Number","Housing Units",11921
"New London","0901152350","2007-2011","Total","Number","Margins of Error",591
"New London","0901152350","2007-2011","Vacant","Number","Housing Units",1404
"New London","0901152350","2007-2011","Vacant","Number","Margins of Error",338
"New London","0901152350","2007-2011","Vacant","Percent","Housing Units",11.78
"New London","0901152350","2007-2011","Vacant","Percent","Margins of Error",2.89
"New London","0901152350","2007-2011","Occupied","Number","Housing Units",10517
"New London","0901152350","2007-2011","Occupied","Number","Margins of Error",558
"New London","0901152350","2007-2011","Occupied","Percent","Housing Units",88.22
"New London","0901152350","2007-2011","Occupied","Percent","Margins of Error",6.41
"New London","0901152350","2008-2012","Total","Number","Housing Units",11760
"New London","0901152350","2008-2012","Total","Number","Margins of Error",572
"New London","0901152350","2008-2012","Vacant","Number","Housing Units",1384
"New London","0901152350","2008-2012","Vacant","Number","Margins of Error",321
"New London","0901152350","2008-2012","Vacant","Percent","Housing Units",11.77
